999	0	6094	1
1000	0	6094	1
1001	0	582	1
1002	0	8005	1
1003	0	8005	1
1004	0	5463	1
1005	0	6309	1
1006	0	816	1
1007	0	1783	1
1008	0	1783	1
1009	0	1783	1
1010	0	1783	1
1011	0	6323	1
1012	0	9192	1
1013	0	5691	1
1014	0	3	1
1015	0	8736	1
1016	0	10315	1
1017	0	10315	1
1018	0	716	1
1019	0	8302	1
1020	0	8302	1
1021	0	7675	1
1022	0	7696	1
1023	0	8488	1
1024	0	1423	1
1025	0	2477	1
1026	0	2477	1
1027	0	3100	1
1028	0	416	1
1029	0	10203	1
1030	0	5312	1
1031	0	6589	1
1032	0	290	1
1033	0	6589	1
1034	0	516	1
1035	0	8360	1
1036	0	77	1
1037	0	8766	1
1038	0	8766	1
1039	0	3235	1
1040	0	9830	1
1041	0	5047	1
1042	0	1855	1
1043	0	1177	1
1044	0	5818	1
1045	0	1177	1
1046	0	1177	1
1047	0	1177	1
1048	0	2558	1
1049	0	4438	1
1050	0	4438	1
1051	0	10082	1
1052	0	6592	1
1053	0	1817	1
1054	0	9475	1
1055	0	6592	1
1056	0	6592	1
1057	0	8328	1
1058	0	8328	1
1059	0	5417	1
1060	0	5417	1
1061	0	3599	1
1062	0	8181	1
1063	0	8181	1
1064	0	6680	1
1065	0	4605	1
1066	0	4605	1
1067	0	6550	1
1068	0	3703	1
1069	0	1913	1
1070	0	3823	1
1071	0	6422	1
1072	0	1575	1
1073	0	2621	1
1074	0	2621	1
1075	0	5855	1
1076	0	6549	1
1077	0	6549	1
1078	0	3954	1
1079	0	9509	1
1080	0	10309	1
1081	0	4927	1
1082	0	4927	1
1083	0	359	1
1084	0	815	1
1085	0	7752	1
1086	0	4617	1
1087	0	5290	1
1088	0	4542	1
1089	0	4617	1
1090	0	4617	1
1091	0	4542	1
1092	0	5299	1
1093	0	596	1
1094	0	1343	1
1095	0	4584	1
1096	0	4584	1
1097	0	9149	1
1098	0	4760	1
1099	0	9095	1
1100	0	8004	1
1101	0	7493	1
1102	0	970	1
1103	0	1159	1
1104	0	7774	1
1105	0	807	1
1106	0	807	1
1107	0	8270	1
1108	0	8270	1
1109	0	4538	1
1110	0	4538	1
1111	0	7774	1
1112	0	8519	1
1113	0	8519	1
1114	0	4092	1
1115	0	4092	1
1116	0	9620	1
1117	0	8855	1
1118	0	8759	1
1119	0	3823	1
1120	0	9063	1
1121	0	4597	1
1122	0	4597	1
1123	0	9425	1
1124	0	4999	1
1125	0	9425	1
1126	0	3833	1
1127	0	3833	1
1128	0	3833	1
1129	0	3857	1
1130	0	3628	1
1131	0	1785	1
1132	0	1923	1
1133	0	3822	1
1134	0	3822	1
1135	0	9131	1
1136	0	1601	1
1137	0	6744	1
1138	0	4007	1
1139	0	1343	1
1140	0	5013	1
1141	0	5159	1
1142	0	7516	1
1143	0	1663	1
1144	0	7954	1
1145	0	7954	1
1146	0	8194	1
1147	0	7741	1
1148	0	2911	1
1149	0	3199	1
1150	0	3199	1
1151	0	10152	1
1152	0	4581	1
1153	0	8851	1
1154	0	10012	1
1155	0	9429	1
1156	0	9717	1
1157	0	6249	1
1158	0	9019	1
1159	0	4952	1
1160	0	5412	1
1161	0	10157	1
1162	0	8528	1
1163	0	4771	1
1164	0	9807	1
1165	0	9724	1
1166	0	9724	1
1167	0	9807	1
1168	0	9953	1
1169	0	9953	1
1170	0	8495	1
1171	0	4486	1
1172	0	3214	1
1173	0	3214	1
1174	0	5338	1
1175	0	8195	1
1176	0	8135	1
1177	0	7999	1
1178	0	9116	1
1179	0	3710	1
1180	0	5859	1
1181	0	5442	1
1182	0	5435	1
1183	0	8162	1
1184	0	4540	1
1185	0	9849	1
1186	0	4540	1
1187	0	7764	1
1188	0	6278	1
1189	0	9420	1
1190	0	4513	1
1191	0	3864	1
1192	0	579	1
1193	0	579	1
1194	0	9588	1
1195	0	5455	1
1196	0	5338	1
1197	0	5553	1
1167	0	9807	1
